id,y_true,svm_pred,nb_pred,dt_pred,softmax_pred
4527,0,0,0,0,0
4528,0,0,0,0,0
4529,0,0,1,1,1
4530,0,0,0,0,0
4531,1,1,1,1,1
4532,1,1,1,1,1
4533,0,0,0,0,0
4534,1,1,0,1,1
4535,1,1,1,1,1
4536,0,0,0,0,0
4537,0,0,0,0,0
4538,1,1,1,1,1
4539,1,1,1,1,1
4540,0,0,0,0,0
4541,1,0,0,0,0
4542,0,0,0,0,0
4543,0,0,0,0,0
4544,0,0,0,0,0
4545,0,0,0,0,0
4546,0,1,1,1,1
4547,0,0,0,0,0
4548,0,0,0,0,0
4549,0,1,1,1,1
4550,1,1,1,1,1
4551,0,1,1,1,1
4552,0,0,0,0,0
4553,1,1,1,0,0
4554,0,0,1,1,1
4555,0,1,1,1,1
4556,1,1,1,1,1
4557,1,1,0,0,0
4558,0,0,0,0,0
4559,0,1,0,1,0
4560,0,0,0,0,0
4561,0,0,0,0,0
4562,0,1,0,1,1
4563,1,1,1,1,1
4564,1,1,0,1,0
4565,0,0,0,0,0
4566,1,1,1,1,1
4567,1,1,0,1,0
4568,1,1,1,1,1
4569,1,1,1,1,1
4570,1,1,0,0,0
4571,0,0,0,0,0
4572,0,1,0,1,0
4573,0,0,0,0,0
4574,0,0,0,0,0
4575,0,0,0,0,0
4576,0,1,1,1,1
4577,1,1,1,1,1
4578,1,0,0,0,1
4579,0,0,0,0,0
4580,0,0,0,0,0
4581,1,1,1,1,1
4582,0,0,0,0,0
4583,1,1,0,0,1
4584,0,0,0,0,0
4585,1,1,0,1,0
4586,1,1,0,1,1
4587,1,1,0,1,1
4588,1,1,1,1,1
4589,1,0,0,0,0
4590,1,1,0,1,1
4591,0,0,0,0,0
4592,0,0,0,0,0
4593,0,0,0,0,0
4594,1,1,0,1,1
4595,0,0,0,0,0
4596,0,0,0,0,0
4597,0,0,0,0,0
4598,0,0,0,0,0
4599,0,0,0,0,0
4600,0,0,0,0,0
4601,0,0,0,0,0
4602,0,0,0,0,0
4603,0,0,0,0,0
4604,0,1,0,1,1
4605,0,0,0,1,0
4606,0,1,1,1,1
4607,0,0,0,0,0
4608,0,0,1,1,0
4609,1,1,1,1,0
4610,0,0,1,0,0
4611,0,0,0,0,0
4612,1,1,1,1,1
4613,1,1,1,1,1
4614,0,0,0,0,0
4615,1,1,1,1,1
4616,0,0,0,0,0
4617,0,0,0,0,0
4618,0,0,0,0,0
4619,1,1,1,1,1
4620,0,0,0,0,0
4621,0,0,0,0,0
4622,1,1,1,1,1
4623,1,1,1,1,1
4624,1,0,0,0,0
4625,1,1,1,1,1
4626,0,0,0,0,0
4627,1,0,0,0,0
4628,0,0,0,0,0
4629,0,0,0,0,0
4630,1,1,1,1,1
4631,1,1,1,1,1
4632,1,1,1,0,0
4633,0,0,1,1,1
4634,0,0,0,0,0
4635,1,1,1,1,1
4636,0,0,0,0,0
4637,0,1,1,1,1
4638,1,1,1,1,1
4639,1,1,0,0,1
4640,1,0,0,0,0
4641,0,0,0,0,0
4642,1,1,0,1,1
4643,0,0,0,0,0
4644,1,1,1,1,1
4645,0,0,0,0,0
4646,0,0,0,0,0
4647,1,1,1,1,1
4648,0,1,1,1,1
4649,1,1,1,1,1
4650,0,1,0,0,0
4651,1,1,1,1,1
4652,1,1,1,1,1
4653,0,1,1,0,0
4654,0,0,0,0,0
4655,1,1,0,1,1
4656,0,0,0,0,0
4657,1,1,1,1,1
4658,0,0,0,0,0
4659,0,0,0,0,0
4660,0,0,0,0,0
4661,0,1,1,1,1
4662,0,0,0,0,0
4663,0,0,1,1,0
4664,0,1,1,0,1
4665,0,0,0,0,0
4666,0,0,1,1,1
4667,0,0,0,0,0
4668,0,1,0,0,0
4669,0,0,0,0,0
4670,0,0,0,0,0
4671,1,1,1,1,1
4672,0,0,0,1,0
4673,0,1,1,1,1
4674,0,1,1,1,0
4675,1,1,0,0,0
4676,1,1,0,1,1
4677,0,0,1,1,1
4678,1,1,1,1,1
4679,0,0,0,0,0
4680,1,0,0,1,0
4681,1,1,0,1,1
4682,1,1,1,0,0
4683,1,1,0,1,0
4684,0,0,0,0,0
4685,0,0,0,0,0
4686,1,1,0,1,1
4687,1,1,1,0,1
4688,0,0,0,0,0
4689,0,1,0,1,1
4690,0,1,0,0,0
4691,1,1,0,1,1
4692,0,0,0,0,0
4693,1,1,0,1,1
4694,0,0,0,0,0
4695,1,1,1,1,1
4696,1,1,0,1,1
4697,1,1,1,1,1
4698,0,1,1,1,1
4699,0,0,0,1,0
4700,0,0,0,0,0
4701,0,0,0,0,0
4702,1,1,0,1,0
4703,0,0,0,0,0
4704,1,1,0,0,0
4705,1,1,1,1,1
4706,1,1,1,1,1
4707,1,1,1,1,1
4708,0,0,0,0,0
4709,1,1,0,1,1
4710,0,1,1,1,1
4711,0,0,0,0,0
4712,0,0,0,0,0
4713,0,0,0,0,0
4714,1,1,1,1,1
4715,1,1,1,1,1
4716,0,0,0,0,0
4717,1,1,1,1,1
4718,1,1,1,1,1
4719,1,1,1,1,1
4720,1,1,1,1,1
4721,1,1,0,1,1
4722,0,0,0,0,0
4723,0,0,0,0,0
4724,0,1,0,1,1
4725,1,1,1,1,1
4726,1,0,0,0,0
4727,1,1,1,1,1
4728,1,1,1,1,1
4729,1,1,1,1,1
4730,1,1,1,1,1
4731,1,1,1,1,1
4732,1,1,0,1,1
4733,0,0,0,0,0
4734,1,1,1,1,1
4735,0,1,1,1,1
4736,1,1,1,1,0
4737,0,0,0,0,0
4738,0,0,1,0,0
4739,1,1,0,1,1
4740,1,1,1,1,1
4741,1,1,0,1,1
4742,1,1,1,1,1
4743,1,1,0,0,0
4744,1,1,1,1,1
4745,0,0,0,0,0
4746,0,0,0,0,0
4747,1,1,1,1,1
4748,0,0,0,0,0
4749,0,0,0,0,0
4750,1,1,1,1,1
4751,0,1,1,1,1
4752,0,0,0,0,0
4753,0,0,0,0,0
4754,1,1,0,1,1
4755,1,1,1,1,1
4756,1,1,1,1,1
4757,0,1,0,1,1
4758,1,1,1,1,1
4759,0,0,0,0,0
4760,1,1,1,1,1
4761,0,1,0,0,0
4762,0,0,0,0,0
4763,1,1,1,1,0
4764,0,0,0,1,1
4765,0,0,0,0,0
4766,0,1,0,1,0
4767,1,1,0,1,0
4768,1,1,1,1,1
4769,1,1,1,1,1
4770,0,0,0,0,0
4771,0,0,0,0,0
4772,0,1,1,1,1
4773,1,1,1,1,1
4774,1,1,1,1,1
4775,0,0,0,0,0
4776,1,1,1,1,1
4777,1,1,0,1,1
4778,0,0,0,0,0
4779,0,1,1,1,1
4780,1,1,0,0,0
4781,1,1,1,1,1
4782,1,1,1,1,1
4783,1,1,0,1,1
4784,1,1,0,1,1
4785,1,1,1,1,1
4786,0,0,0,1,0
4787,1,1,1,1,1
4788,1,1,1,1,1
4789,0,0,0,0,0
4790,0,1,1,1,1
4791,0,1,1,1,1
4792,0,1,1,1,1
4793,0,1,1,1,0
4794,1,0,0,0,0
4795,1,1,1,1,1
4796,0,0,0,1,1
4797,1,1,1,1,1
4798,0,1,0,1,1
4799,1,1,1,1,1
4800,0,0,0,0,0
4801,0,0,0,0,0
4802,1,1,1,1,1
4803,0,0,0,0,0
4804,0,0,0,0,0
4805,1,1,1,1,1
4806,0,0,0,0,0
4807,0,0,0,0,0
4808,1,1,0,1,1
4809,1,1,1,1,1
4810,1,1,0,0,0
4811,1,1,1,1,1
4812,0,0,0,0,0
4813,0,0,0,0,0
4814,1,1,1,1,1
4815,0,1,1,1,1
4816,1,1,0,1,1
4817,0,1,1,1,1
4818,0,1,1,1,1
4819,0,0,0,0,0
4820,0,1,0,1,1
4821,0,1,0,1,1
4822,0,0,1,0,0
4823,0,0,0,0,0
4824,0,0,1,1,1
4825,1,0,0,0,0
4826,1,1,0,0,0
4827,1,0,0,0,0
4828,0,0,0,0,0
4829,0,0,0,0,0
4830,1,1,1,1,1
4831,0,1,1,1,1
4832,1,1,1,0,1
4833,1,1,1,1,1
4834,1,1,0,0,0
4835,0,0,0,0,0
4836,0,0,0,0,0
4837,1,1,1,1,1
4838,0,0,0,1,1
4839,0,0,0,0,0
4840,1,1,0,1,1
4841,0,0,0,0,0
4842,0,0,0,0,0
4843,0,1,1,1,1
4844,1,1,1,1,1
4845,0,0,0,0,0
4846,1,1,0,0,0
4847,1,1,1,1,1
4848,0,0,0,0,0
4849,0,1,0,1,1
4850,0,0,0,0,0
4851,0,0,0,0,0
4852,1,0,0,0,0
4853,1,1,0,0,0
4854,1,1,1,1,1
4855,1,1,1,1,1
4856,1,1,0,1,1
4857,1,1,0,1,1
4858,1,1,1,1,1
4859,1,1,1,1,1
4860,0,0,0,0,0
4861,0,1,0,1,1
4862,0,0,0,0,0
4863,0,0,0,0,0
4864,1,1,0,1,1
4865,1,1,1,1,1
4866,0,0,0,0,0
4867,1,1,1,1,1
4868,1,1,1,1,1
4869,1,1,0,1,1
4870,1,1,0,1,1
4871,0,1,0,1,0
4872,1,1,1,1,1
4873,0,1,1,1,0
4874,0,0,0,0,0
4875,0,0,0,1,1
4876,0,1,1,1,1
4877,0,0,0,0,0
4878,1,1,1,1,1
4879,1,1,0,1,1
4880,0,1,0,1,1
4881,0,0,0,1,0
4882,1,0,0,0,0
4883,0,0,0,0,0
4884,1,1,1,1,1
4885,0,0,0,0,0
4886,0,0,0,0,0
4887,0,0,0,0,0
4888,1,1,1,1,1
4889,1,1,0,1,1
4890,1,1,1,1,0
4891,0,0,0,0,0
4892,0,0,0,0,0
4893,0,0,0,0,0
4894,1,0,1,1,1
4895,0,1,1,1,1
4896,0,1,1,1,1
4897,1,1,1,1,1
4898,1,1,1,1,1
4899,0,0,1,1,1
4900,1,1,0,1,1
4901,1,1,0,1,1
4902,1,1,1,1,1
4903,0,0,0,0,0
4904,1,1,0,1,0
4905,1,1,1,1,1
4906,1,0,0,0,0
4907,1,1,1,1,1
4908,0,0,0,0,0
4909,1,1,1,1,1
4910,1,1,1,1,1
4911,0,1,1,1,1
4912,0,0,0,0,0
4913,0,0,0,0,0
4914,0,0,1,1,1
4915,1,1,0,0,0
4916,1,1,1,1,1
4917,0,0,0,0,0
4918,0,0,0,0,0
4919,1,1,0,1,1
4920,1,0,0,0,0
4921,1,1,1,0,1
4922,0,1,1,1,1
4923,0,0,0,0,0
4924,1,1,1,1,1
4925,0,1,1,1,1
4926,1,1,1,1,1
4927,0,0,0,0,0
4928,0,0,1,1,1
4929,1,1,1,1,1
4930,0,1,1,1,1
4931,1,0,0,0,0
4932,1,1,1,1,1
4933,1,1,0,1,1
4934,1,0,0,0,0
4935,1,1,0,1,1
4936,1,1,1,1,1
4937,0,0,0,0,0
4938,0,0,0,0,0
4939,0,0,0,1,0
4940,1,1,1,1,1
4941,1,1,1,1,1
4942,0,0,0,0,0
4943,1,1,1,0,1
4944,0,1,1,0,0
4945,0,0,0,0,0
4946,1,1,0,0,0
4947,0,1,0,1,1
4948,1,1,1,1,1
4949,1,1,1,1,1
4950,1,1,1,1,1
4951,1,1,0,1,0
4952,1,1,1,0,1
4953,0,0,0,0,0
4954,0,0,0,0,0
4955,0,1,1,1,1
4956,0,0,0,0,0
4957,0,0,0,0,0
4958,1,1,1,1,1
4959,0,0,0,0,0
4960,0,0,0,0,0
4961,1,1,0,1,1
4962,1,1,0,1,1
4963,1,1,1,1,1
4964,1,1,1,1,1
4965,0,0,1,1,1
4966,1,1,1,0,1
4967,0,1,1,1,1
4968,1,1,1,1,1
4969,0,0,1,0,1
4970,0,0,0,1,0
4971,0,0,0,0,0
4972,0,0,0,0,0
4973,0,1,1,1,1
4974,0,0,0,0,0
4975,0,0,0,1,1
4976,0,0,0,0,0
4977,1,1,1,1,1
4978,1,1,1,1,1
4979,1,0,1,0,0
4980,0,1,0,0,0
4981,1,1,0,0,0
4982,0,0,0,0,0
4983,0,0,0,0,0
4984,1,1,1,1,1
4985,0,0,0,0,0
4986,0,0,0,1,1
4987,0,0,0,0,0
4988,1,1,1,1,1
4989,0,0,0,0,0
4990,0,1,0,1,0
4991,0,0,0,0,0
4992,1,1,1,1,1
4993,0,0,0,0,0
4994,1,1,0,1,1
4995,1,1,1,1,1
4996,1,1,1,1,1
4997,0,0,0,0,0
4998,0,1,0,1,1
4999,0,0,0,1,1
5000,1,0,0,0,0
5001,1,1,0,0,0
5002,1,1,1,1,1
5003,1,1,1,1,1
5004,0,0,0,0,0
5005,0,0,0,0,0
5006,0,0,0,0,0
5007,1,0,0,0,0
5008,1,1,1,1,1
5009,1,0,0,1,0
5010,0,0,0,0,0
5011,0,0,0,1,0
5012,0,0,0,0,0
5013,0,0,0,0,0
5014,1,1,1,1,1
5015,1,1,1,1,1
5016,1,1,0,1,1
5017,1,1,1,1,1
5018,1,1,1,1,1
5019,0,0,0,1,0
5020,1,1,0,1,1
5021,1,1,0,1,0
5022,0,0,1,1,0
5023,0,0,0,0,0
5024,1,1,1,1,1
5025,1,1,0,0,1
5026,1,1,0,1,1
5027,1,1,1,1,1
5028,0,0,0,0,0
5029,0,0,0,0,0
5030,0,0,0,0,0
5031,0,0,0,0,0
5032,1,0,0,0,0
5033,0,0,0,0,0
5034,0,0,0,0,0
5035,0,0,0,1,1
5036,0,0,0,0,0
5037,1,0,0,0,0
5038,1,1,0,0,1
5039,0,1,0,1,1
5040,1,1,1,1,1
5041,1,1,0,1,1
5042,0,1,0,0,0
5043,0,0,0,1,0
5044,1,1,1,1,1
5045,0,0,0,0,0
5046,0,0,1,1,1
5047,0,0,0,0,0
5048,1,1,0,1,1
5049,0,0,0,0,0
5050,1,1,1,1,1
5051,1,1,0,1,0
5052,0,1,1,1,1
5053,0,1,0,1,1
5054,0,0,0,0,0
5055,1,1,1,1,1
5056,1,1,1,1,1
5057,0,1,1,1,1
5058,0,0,0,0,0
5059,0,0,0,0,0
5060,0,0,1,0,0
5061,1,0,0,0,0
5062,1,1,0,0,0
5063,1,1,1,1,1
5064,1,1,1,1,1
5065,0,0,0,0,0
5066,1,1,0,1,1
5067,0,0,1,1,1
5068,1,1,1,1,1
5069,1,1,1,1,1
5070,1,1,1,1,1
5071,0,0,0,0,0
5072,1,1,0,1,1
5073,0,0,0,0,0
5074,1,1,1,1,1
5075,1,1,1,1,1
5076,1,1,1,1,1
5077,0,0,0,0,0
5078,0,0,0,0,0
5079,0,0,0,0,0
5080,1,1,1,1,1
5081,0,0,0,0,0
5082,1,1,1,0,0
5083,1,1,1,1,1
5084,0,0,0,0,0
5085,0,0,0,0,0
5086,1,1,0,1,1
5087,1,1,1,1,1
5088,0,1,0,1,1
5089,0,0,0,0,0
5090,1,1,1,0,1
5091,0,1,0,1,1
5092,1,1,1,1,1
5093,1,1,1,1,1
5094,1,1,1,1,0
5095,1,1,0,1,1
5096,1,1,0,1,1
5097,0,0,0,0,0
5098,0,0,0,0,0
5099,1,1,0,1,0
5100,1,1,0,0,1
5101,0,0,0,0,0
5102,0,0,0,0,0
5103,0,0,0,0,0
5104,1,1,1,1,1
5105,1,1,1,1,1
5106,0,0,0,0,0
5107,0,1,1,1,1
5108,1,1,1,1,1
5109,1,1,0,1,0
5110,0,0,0,0,0
5111,1,1,1,1,1
5112,1,1,1,1,1
5113,0,0,0,0,0
5114,0,0,0,0,0
5115,0,0,0,0,0
5116,0,0,1,1,1
5117,1,1,1,1,1
5118,1,0,0,1,0
5119,1,1,1,1,1
5120,0,0,0,0,0
5121,0,0,1,0,0
5122,0,0,0,0,0
5123,1,1,1,1,1
5124,0,0,0,0,0
5125,0,0,0,0,0
5126,1,1,1,1,1
5127,1,1,1,0,0
5128,1,1,1,1,1
5129,0,0,0,1,0
5130,1,0,0,1,0
5131,0,0,0,0,0
5132,1,1,0,1,1
5133,0,1,0,1,1
5134,1,1,1,1,1
5135,1,1,1,1,1
5136,1,1,0,1,0
5137,0,0,0,0,0
5138,0,1,1,1,1
5139,1,1,1,1,1
5140,1,0,0,0,0
5141,0,1,1,1,1
5142,1,1,0,1,1
5143,1,1,0,1,1
5144,1,1,1,1,1
5145,1,1,1,1,1
5146,1,1,1,1,1
5147,1,1,1,0,1
5148,1,1,1,1,1
5149,1,1,1,1,1
5150,1,1,1,1,1
5151,1,1,1,1,1
5152,1,1,0,0,0
5153,1,1,1,1,1
5154,0,0,0,0,0
5155,0,1,0,1,1
5156,1,1,1,1,1
5157,0,0,0,0,0
5158,0,0,0,0,0
5159,1,1,1,1,1
5160,0,0,1,1,1
5161,0,0,0,0,0
5162,1,1,1,1,1
5163,0,0,0,0,0
5164,0,0,0,0,0
5165,1,1,1,1,1
5166,0,0,0,0,0
5167,1,1,0,1,1
5168,0,0,0,0,0
5169,1,1,1,1,1
5170,1,1,1,1,1
5171,1,1,1,1,1
5172,1,1,1,1,1
5173,0,0,0,0,0
5174,1,1,1,1,1
5175,1,1,0,1,1
5176,0,1,1,1,1
5177,1,1,1,1,1
5178,0,0,0,0,0
5179,1,1,1,1,1
5180,0,0,0,0,0
5181,0,1,0,1,1
5182,0,1,1,0,1
5183,1,1,0,1,0
5184,0,0,0,1,0
5185,1,1,1,1,1
5186,1,1,1,1,1
5187,1,1,1,1,1
5188,1,0,0,0,0
5189,1,1,1,1,1
5190,1,1,1,1,1
5191,1,1,1,1,1
5192,0,0,1,1,1
5193,0,0,0,0,0
5194,1,1,1,1,1
5195,1,0,0,0,0
5196,1,1,1,1,1
5197,1,1,1,1,1
5198,0,1,0,1,0
5199,1,1,0,1,1
5200,1,0,0,0,0
5201,1,1,0,0,0
5202,1,1,1,1,1
5203,0,0,0,0,0
5204,0,0,0,0,0
5205,1,0,0,0,0
5206,1,1,1,1,1
5207,1,1,0,1,1
5208,1,1,1,1,1
5209,0,0,0,0,0
5210,0,0,0,0,0
5211,1,1,0,1,1
5212,0,1,0,1,0
5213,0,0,0,0,0
5214,0,0,0,0,0
5215,1,1,1,1,1
5216,1,1,0,1,1
5217,1,1,1,1,1
5218,1,1,1,1,1
5219,1,1,1,1,1
5220,1,1,1,1,1
5221,0,0,1,0,0
5222,1,0,0,0,0
5223,1,1,0,1,1
5224,0,0,0,0,0
5225,1,1,1,1,1
5226,0,0,0,0,0
5227,0,0,0,0,0
5228,0,0,0,0,0
5229,1,0,0,1,0
5230,0,0,0,1,1
5231,0,0,0,0,0
5232,1,1,1,1,1
5233,1,1,0,1,1
5234,1,1,0,1,0
5235,0,0,0,0,0
5236,1,1,1,1,1
5237,1,1,0,1,1
5238,0,0,0,0,0
5239,0,0,0,0,0
5240,0,1,0,1,0
5241,0,0,1,1,1
5242,0,0,0,0,0
5243,1,1,1,1,1
5244,0,0,0,0,0
5245,0,0,0,0,0
5246,1,1,1,1,1
5247,0,0,0,0,0
5248,0,0,0,0,0
5249,0,1,1,1,1
5250,1,1,1,1,1
5251,0,1,0,1,1
5252,1,1,1,1,1
5253,0,0,0,0,0
5254,1,0,0,0,0
5255,0,0,0,0,0
5256,1,1,1,1,1
5257,1,1,1,1,1
5258,0,0,0,0,0
5259,1,1,0,1,1
5260,0,0,0,0,0
5261,1,1,1,1,1
5262,0,0,0,1,1
5263,0,0,0,0,0
5264,0,0,0,0,0
5265,1,1,1,1,1
5266,1,1,0,1,1
5267,0,1,0,1,1
5268,1,1,0,1,1
5269,0,0,0,1,0
5270,0,0,0,0,0
5271,0,1,0,1,0
5272,0,0,0,0,0
5273,1,1,1,0,0
5274,0,0,0,0,1
5275,1,1,1,1,1
5276,1,0,0,0,0
5277,1,1,1,1,1
5278,1,1,1,1,1
5279,1,1,1,1,1
5280,0,1,0,1,1
5281,0,0,0,0,0
5282,1,1,0,1,0
5283,1,1,1,1,1
5284,1,1,0,1,0
5285,1,1,1,1,1
5286,0,0,1,1,1
5287,1,1,1,1,1
5288,1,0,0,1,0
5289,1,1,1,1,1
5290,0,0,0,0,0
5291,0,0,0,0,0
5292,1,1,1,1,1
5293,1,1,1,1,1
5294,1,1,1,1,1
5295,0,0,0,0,0
5296,1,1,1,1,1
5297,1,1,1,1,1
5298,0,0,0,0,0
5299,1,0,0,0,0
5300,1,1,1,1,1
5301,1,1,0,1,0
5302,1,1,1,1,0
5303,1,1,1,1,1
5304,0,0,0,0,0
5305,1,0,0,0,0
5306,0,0,0,0,0
5307,0,1,0,1,1
5308,1,1,1,1,1
5309,0,0,0,0,0
5310,0,0,0,0,0
5311,1,1,1,1,1
5312,1,1,1,1,1
5313,0,0,0,0,0
5314,1,1,0,0,0
5315,1,1,0,0,1
5316,1,1,0,1,1
5317,0,0,0,0,0
5318,0,0,0,0,0
5319,1,1,1,1,1
5320,0,1,1,1,1
5321,1,1,0,1,1
5322,0,0,0,0,0
5323,1,1,1,1,1
5324,0,0,0,0,0
5325,1,1,0,1,0
5326,1,1,0,1,0
5327,0,0,0,0,0
5328,0,0,0,0,0
5329,1,0,0,0,0
5330,1,1,0,1,1
5331,1,1,1,1,1
5332,0,0,0,0,0
5333,1,1,1,1,1
5334,1,1,0,1,1
5335,0,0,0,0,0
5336,0,0,0,0,0
5337,1,1,0,1,1
5338,1,1,0,1,1
5339,1,1,1,1,1
5340,1,1,1,1,1
5341,1,1,1,1,1
5342,1,1,1,1,1
5343,1,1,1,1,1
5344,0,0,0,0,0
5345,1,1,1,1,1
5346,1,1,0,1,1
5347,0,0,0,0,0
5348,0,0,0,0,0
5349,0,0,0,1,1
5350,0,0,0,0,0
5351,0,0,0,0,0
5352,0,1,1,1,1
5353,1,1,1,1,1
5354,1,0,0,1,1
5355,0,0,0,0,0
5356,1,1,1,1,1
5357,1,1,1,1,1
5358,0,1,1,1,1
5359,1,1,1,1,1
5360,1,1,1,1,1
5361,1,1,1,1,1
5362,0,0,0,0,0
5363,0,0,0,0,0
5364,1,0,0,0,0
5365,0,0,0,0,0
5366,1,1,1,1,1
5367,0,1,1,1,1
5368,0,0,0,0,0
5369,0,0,0,1,1
5370,0,0,0,0,0
5371,1,1,1,1,1
5372,0,0,0,0,0
5373,0,1,1,1,1
5374,0,1,1,1,1
5375,1,1,0,1,1
5376,1,1,1,1,1
5377,0,0,0,0,0
5378,0,0,0,0,0
5379,1,1,1,1,1
5380,0,1,1,1,1
5381,1,1,0,1,1
5382,1,1,0,1,1
5383,1,1,0,1,1
5384,1,1,0,0,0
5385,0,0,0,0,0
5386,1,1,1,1,1
5387,1,0,0,0,0
5388,0,0,0,0,0
5389,1,1,1,1,1
5390,1,1,0,1,1
5391,1,0,0,0,0
5392,1,1,1,1,1
5393,0,1,1,1,1
5394,0,1,0,1,0
5395,0,0,0,1,0
5396,0,0,0,0,0
5397,0,0,0,0,0
5398,0,0,0,0,0
5399,0,1,1,1,1
5400,1,1,1,1,1
5401,1,1,1,1,1
5402,0,0,0,0,0
5403,1,1,0,0,0
5404,1,1,1,1,1
5405,1,1,1,1,1
5406,1,1,1,1,1
5407,1,1,0,1,1
5408,0,0,0,0,0
5409,1,1,1,1,1
5410,0,0,1,0,0
5411,1,1,1,1,1
5412,0,1,0,1,1
5413,0,0,0,0,0
5414,1,1,1,1,1
5415,1,1,0,1,1
5416,1,1,1,0,0
5417,1,1,1,1,1
5418,0,0,0,0,0
5419,1,1,0,1,0
5420,0,0,0,0,0
5421,0,0,1,0,0
5422,0,1,1,1,1
5423,0,0,0,0,0
5424,0,0,0,1,1
5425,0,0,0,0,0
5426,1,1,1,1,1
5427,1,1,1,1,1
5428,0,0,0,0,0
5429,1,1,1,1,1
5430,0,0,0,0,0
5431,1,1,1,1,1
5432,1,1,1,1,1
5433,0,0,0,0,0
5434,0,0,0,0,0
5435,0,1,1,1,1
5436,1,1,1,1,1
5437,1,1,1,1,1
5438,0,0,0,1,0
5439,0,0,0,0,0
5440,0,0,1,1,1
5441,1,1,1,1,1
5442,0,0,0,0,0
5443,0,0,0,0,0
5444,0,1,1,1,1
5445,1,1,1,1,1
5446,0,0,0,0,0
5447,1,1,1,1,1
5448,0,0,1,1,1
5449,1,1,1,1,1
5450,0,0,0,0,0
5451,1,1,1,1,1
5452,1,1,1,1,1
5453,1,1,0,0,0
5454,0,0,0,0,0
5455,0,0,0,1,1
5456,1,1,1,1,1
5457,1,1,1,1,1
5458,1,1,1,1,1
5459,0,0,0,0,0
5460,0,1,1,1,1
5461,1,1,0,1,1
5462,0,0,0,0,0
5463,1,1,0,1,1
5464,0,0,0,1,1
5465,0,0,0,0,0
5466,0,0,1,0,0
5467,1,1,1,1,1
5468,0,1,0,1,0
5469,1,1,1,1,1
5470,0,0,0,0,0
5471,0,0,0,0,0
5472,0,0,0,0,0
5473,0,1,1,1,1
5474,0,1,1,1,1
5475,0,0,0,0,0
5476,0,1,1,1,1
5477,0,0,0,0,0
5478,0,0,1,0,0
5479,1,1,0,1,0
5480,0,0,0,0,0
5481,1,0,0,0,0
5482,0,0,1,0,0
5483,1,1,0,1,1
5484,1,1,1,1,1
5485,1,1,1,1,1
5486,1,1,1,1,1
5487,0,0,0,0,0
5488,1,1,1,1,1
5489,1,1,1,1,1
5490,1,1,0,1,1
5491,1,1,1,1,1
5492,0,1,1,1,1
5493,1,1,1,1,1
5494,1,1,0,1,1
5495,0,0,0,0,0
5496,1,1,1,1,1
5497,1,1,1,0,1
5498,1,0,0,1,1
5499,0,0,0,0,0
5500,0,1,1,1,1
5501,1,1,1,1,1
5502,0,0,0,0,0
5503,1,1,1,1,1
5504,1,1,1,1,1
5505,1,1,0,1,0
5506,1,1,1,1,1
5507,1,1,1,0,1
5508,1,1,1,1,1
5509,1,1,1,1,1
5510,1,1,1,1,1
5511,1,1,1,1,1
5512,0,0,0,0,0
5513,0,0,0,0,0
5514,1,1,1,1,1
5515,0,1,0,1,0
5516,1,1,0,1,1
5517,0,0,0,0,0
5518,1,1,1,1,1
5519,0,0,0,0,0
5520,0,0,0,0,0
5521,1,1,0,1,1
5522,1,1,1,1,1
5523,0,0,0,0,0
5524,0,1,1,1,1
5525,0,0,0,0,0
5526,0,0,0,0,0
5527,0,0,0,0,0
5528,0,1,1,1,1
5529,0,1,0,1,1
5530,1,1,1,1,1
5531,1,1,0,1,1
5532,1,1,1,1,1
5533,0,0,0,0,0
5534,1,0,0,0,0
5535,0,0,0,0,0
5536,0,1,1,1,1
5537,0,0,1,1,1
5538,0,0,0,0,0
5539,1,1,1,1,1
5540,0,1,1,1,1
5541,0,0,0,0,0
5542,1,0,0,0,0
5543,1,1,1,1,1
5544,1,1,0,1,1
5545,1,1,1,1,1
5546,0,0,1,0,1
5547,0,0,0,0,0
5548,0,0,0,0,0
5549,0,0,0,0,0
5550,1,1,0,1,0
5551,1,1,1,1,1
5552,1,1,0,1,1
5553,1,1,1,1,1
5554,0,1,0,1,1
5555,1,1,1,1,1
5556,0,0,0,0,0
5557,0,0,0,0,0
5558,0,0,0,0,0
5559,1,0,0,0,0
5560,0,0,0,0,0
5561,0,1,0,1,1
5562,0,0,0,0,0
5563,0,0,1,1,1
5564,1,1,1,1,1
5565,1,1,1,1,1
5566,1,1,0,0,0
5567,1,1,0,1,1
5568,0,1,0,1,0
5569,0,0,0,0,0
5570,0,0,0,0,0
5571,0,0,1,1,1
5572,1,0,0,0,0
5573,0,1,0,1,0
5574,1,1,1,1,1
5575,0,0,0,0,0
5576,0,0,0,0,0
5577,0,0,0,0,0
5578,1,1,1,1,1
5579,1,1,1,1,1
5580,0,0,0,0,0
5581,0,0,0,0,0
5582,1,1,0,1,1
5583,0,0,0,0,0
5584,0,0,0,0,0
5585,1,1,1,1,1
5586,0,0,1,1,1
5587,0,0,0,0,0
5588,0,1,0,1,1
5589,1,1,1,1,1
5590,1,0,0,0,0
5591,1,1,0,1,1
5592,0,0,1,1,1
5593,1,1,0,0,0
5594,0,1,1,1,1
5595,0,0,0,1,1
5596,1,1,0,1,0
5597,1,1,1,1,1
5598,0,0,0,0,0
5599,0,1,1,1,1
5600,0,0,0,0,0
